"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-09","q-01","炭素を含む化合物のうち、二酸化炭素・一酸化炭素・炭酸塩などを除いたものを何というか。","有機物","物質の分類","","",""
"rika-kagaku-09","q-02","有機物以外の物質を何というか。","無機物","物質の分類","","",""
"rika-kagaku-09","q-03","炭素の単体のうち、黒色でやわらかく、紙にこすると黒い跡がつき、電気を通すものは何か。","黒鉛","非金属","グラファイト","",""
"rika-kagaku-09","q-04","鉄、銅、アルミニウムのように、特有の光沢や導電性をもつ物質を何というか。","金属","物質の分類","","",""
"rika-kagaku-09","q-05","硫黄や炭素のように、金属ではない物質を何というか。","非金属","物質の分類","","",""
"rika-kagaku-09","q-07","石灰石や大理石の主成分である物質は何か。","炭酸カルシウム","無機物","CaCO3","",""
"rika-kagaku-09","q-08","石油などを原料として人工的につくられることが多い有機物の総称を何というか。","プラスチック","有機物","合成樹脂","",""
"rika-kagaku-09","q-09","紙や木、砂糖、ろうそくなどに共通して含まれる元素は何か。","炭素","有機物","C","",""
"rika-kagaku-09","q-10","砂糖などの有機物を完全に燃やしたときに発生する気体は何か。","二酸化炭素","有機物","炭酸ガス|CO2","",""
"rika-kagaku-09","q-11","砂糖などの有機物を完全に燃やしたとき、二酸化炭素とともに生じる物質は何か。","水","有機物","H2O","",""
"rika-kagaku-09","q-12","有機物を燃やして二酸化炭素が出たことを確かめるために使う液体は何か。","石灰水","有機物","","",""
"rika-kagaku-09","q-13","砂糖と食塩を加熱したとき、黒くこげるのはどちらか。","砂糖","有機物","","",""
