"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-04","q-01","物質をつくるもとになる、これ以上化学的に分けられない基本の粒子を何というか。","原子","原子・分子","","",""
"rika-kagaku-04","q-02","原子の種類のことを何というか。","元素","原子・分子","","",""
"rika-kagaku-04","q-03","物質を構成する粒子のうち、複数の原子が結びついてできたものを何というか。","分子","原子・分子","","",""
"rika-kagaku-04","q-04","元素をアルファベット1文字または2文字で表した記号を何というか。","元素記号","元素","","",""
"rika-kagaku-04","q-05","物質を、元素記号と数字を用いて表したものを何というか。","化学式","化学式","","",""
"rika-kagaku-04","q-06","1種類の元素だけからできている物質を何というか。","単体","物質の分類","","",""
"rika-kagaku-04","q-07","2種類以上の元素からできている物質を何というか。","化合物","物質の分類","","",""
"rika-kagaku-04","q-08","水素の元素記号は何か。","H","元素記号","","",""
"rika-kagaku-04","q-09","酸素の元素記号は何か。","O","元素記号","","",""
"rika-kagaku-04","q-10","炭素の元素記号は何か。","C","元素記号","","",""
"rika-kagaku-04","q-11","窒素の元素記号は何か。","N","元素記号","","",""
"rika-kagaku-04","q-12","鉄の元素記号は何か。","Fe","元素記号","","",""
"rika-kagaku-04","q-13","水の化学式は何か。","H2O","化学式","Ｈ₂Ｏ","","H2Oは、水素原子2個と酸素原子1個からなる。"
"rika-kagaku-04","q-14","酸素の化学式は何か。","O2","化学式","Ｏ₂","","O2は、酸素原子2個が結びついた分子を表す。"
"rika-kagaku-04","q-15","水素の化学式は何か。","H2","化学式","Ｈ₂","","H2は、水素原子2個が結びついた分子を表す。"
"rika-kagaku-04","q-16","二酸化炭素の化学式は何か。","CO2","化学式","ＣＯ₂","","CO2は、炭素原子1個と酸素原子2個からなる。"
"rika-kagaku-04","q-17","食塩（塩化ナトリウム）の化学式は何か。","NaCl","化学式","ＮａＣｌ","","NaClは、ナトリウムと塩素が1対1で結びついていることを表す。"
"rika-kagaku-04","q-18","2種類以上の物質が混じり合ったものを何というか。","混合物","物質の分類","","",""
"rika-kagaku-04","q-19","1種類の物質だけからできているものを何というか。","純物質","物質の分類","","",""
"rika-kagaku-04","q-20","銅の元素記号は何か。","Cu","元素記号","","",""
"rika-kagaku-04","q-21","マグネシウムの元素記号は何か。","Mg","元素記号","","",""
"rika-kagaku-04","q-22","ナトリウムの元素記号は何か。","Na","元素記号","","",""
