"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-07","q-01","原子が電子を失ったり受け取ったりして、電気を帯びた粒子を何というか。","イオン","イオン","","",""
"rika-kagaku-07","q-02","正の電気を帯びたイオンを何というか。","陽イオン","イオン","","",""
"rika-kagaku-07","q-03","負の電気を帯びたイオンを何というか。","陰イオン","イオン","","",""
"rika-kagaku-07","q-04","水に溶けたとき、イオンに分かれて電流を通す物質を何というか。","電解質","イオン","","",""
"rika-kagaku-07","q-05","電解質が水に溶けてイオンに分かれることを何というか。","電離","イオン","","",""
"rika-kagaku-07","q-06","酸性の水溶液で、水酸化物イオンより多く含まれる陽イオンは何か。","水素イオン","酸・アルカリ","H+","",""
"rika-kagaku-07","q-07","アルカリ性の水溶液で、水素イオンより多く含まれる陰イオンは何か。","水酸化物イオン","酸・アルカリ","OH-","",""
"rika-kagaku-07","q-08","水に溶けて水素イオンを生じる物質を何というか。","酸","酸・アルカリ","","",""
"rika-kagaku-07","q-09","水に溶けて水酸化物イオンを生じる物質を何というか。","アルカリ","酸・アルカリ","","",""
"rika-kagaku-07","q-10","酸性・中性・アルカリ性の程度を0から14の数値で表したものを何というか。","pH","酸・アルカリ","ピーエイチ","",""
"rika-kagaku-07","q-11","酸性で黄色、アルカリ性で青色、中性で緑色を示す指示薬を何というか。","BTB溶液","指示薬","BTB","",""
"rika-kagaku-07","q-12","酸性で無色、アルカリ性で赤色を示す指示薬を何というか。","フェノールフタレイン溶液","指示薬","フェノールフタレイン","",""
"rika-kagaku-07","q-13","酸とアルカリを混ぜ、それぞれの性質を打ち消し合う反応を何というか。","中和","中和","","",""
"rika-kagaku-07","q-14","中和で、水素イオンと水酸化物イオンが結びついてできる物質は何か。","水","中和","H2O","",""
"rika-kagaku-07","q-15","中和で、酸の陰イオンとアルカリの陽イオンが結びついてできる物質を何というか。","塩","中和","えん","",""
"rika-kagaku-07","q-16","塩酸と水酸化ナトリウム水溶液を中和させてできる塩は何か。","塩化ナトリウム","中和","食塩","",""
"rika-kagaku-07","q-17","酸性の水溶液に青色リトマス紙を入れたときの色は何色か。","赤色","指示薬","赤","",""
"rika-kagaku-07","q-18","アルカリ性の水溶液に赤色リトマス紙を入れたときの色は何色か。","青色","指示薬","青","",""
"rika-kagaku-07","q-19","原子の中心にあり、正の電気をもつ粒を何というか。","原子核","原子の構造","","",""
"rika-kagaku-07","q-20","原子核のまわりにあり、負の電気をもつ粒を何というか。","電子","原子の構造","","",""
"rika-kagaku-07","q-21","原子が電子を失うと、陽イオンと陰イオンのどちらになるか。","陽イオン","原子の構造","","",""
"rika-kagaku-07","q-22","水に溶けてもイオンに分かれず、電流を通さない物質を何というか。","非電解質","イオン","","",""
"rika-kagaku-07","q-23","塩酸という水溶液に溶けている物質は何か。","塩化水素","酸・アルカリ","HCl","",""
"rika-kagaku-07","q-24","酸性の水溶液にマグネシウムなどの金属を入れると発生する気体は何か。","水素","酸・アルカリ","","",""
