quiz_id,item_key,label,answer,category,accept,extra_json
"rika-hana-hassei","q-01","被子植物で、花粉をつくる雄性の生殖器官を何というか。","おしべ","花のつくり","雄しべ",""
"rika-hana-hassei","q-02","おしべの先端にあり、花粉がつくられる部分を何というか。","やく","花のつくり","葯",""
"rika-hana-hassei","q-03","被子植物で、胚珠を含む器官を何というか。","めしべ","花のつくり","雌しべ",""
"rika-hana-hassei","q-04","めしべの先端にあり、花粉がつく部分を何というか。","柱頭","花のつくり","",""
"rika-hana-hassei","q-05","めしべの内部にあり、胚珠を含むふくらんだ部分を何というか。","子房","花のつくり","",""
"rika-hana-hassei","q-06","花粉が柱頭につくことを何というか。","受粉","植物の生殖","",""
"rika-hana-hassei","q-07","柱頭についた花粉から伸び、精細胞を胚珠へ運ぶ管を何というか。","花粉管","植物の生殖","",""
"rika-hana-hassei","q-08","受精後、胚珠が成長してできるものを何というか。","種子","植物の生殖","",""
"rika-hana-hassei","q-09","受精後、子房が成長してできるものを何というか。","果実","植物の生殖","",""
"rika-hana-hassei","q-10","種子の中にあり、成長すると新しい植物の体になる部分を何というか。","胚","種子","",""
"rika-hana-hassei","q-11","同じ花のめしべの柱頭に、その花のおしべの花粉がつくことを何というか。","自家受粉","受粉","",""
"rika-hana-hassei","q-12","ある個体の花粉が、同じ種類の別の個体の柱頭につくことを何というか。","他家受粉","受粉","",""
"rika-hana-hassei","q-13","魚類や両生類のように、体外で精子と卵が結合する受精を何というか。","体外受精","動物の生殖","",""
"rika-hana-hassei","q-14","ヒトや鳥類のように、母体や親の体内で精子と卵が結合する受精を何というか。","体内受精","動物の生殖","",""
"rika-hana-hassei","q-15","魚類や鳥類のように、親の体外に卵を産み、卵から子がかえる生まれ方を何というか。","卵生","動物の発生","",""
"rika-hana-hassei","q-16","ヒトや多くの哺乳類のように、母体内で子が育ってから生まれる生まれ方を何というか。","胎生","動物の発生","",""
"rika-hana-hassei","q-17","受精卵が細胞分裂を繰り返して、体の各部分がつくられていく過程を何というか。","発生","動物の発生","",""
"rika-hana-hassei","q-18","カエルのように、幼生から成体へ成長する途中で体のつくりが大きく変化することを何というか。","変態","動物の発生","",""
