"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-02","q-01","水に溶けにくい気体を、水を押しのけて集める方法を何というか。","水上置換法","気体の集め方","","",""
"rika-kagaku-02","q-02","空気より重く、水に溶けやすい気体を集める方法を何というか。","下方置換法","気体の集め方","","",""
"rika-kagaku-02","q-03","空気より軽く、水に溶けやすい気体を集める方法を何というか。","上方置換法","気体の集め方","","",""
"rika-kagaku-02","q-04","火のついた線香を入れると、線香が激しく燃える気体は何か。","酸素","酸素","","",""
"rika-kagaku-02","q-05","石灰水を白くにごらせる気体は何か。","二酸化炭素","二酸化炭素","炭酸ガス","",""
"rika-kagaku-02","q-06","火を近づけると「ポン」という音を立てて燃える気体は何か。","水素","水素","","",""
"rika-kagaku-02","q-07","湿らせた赤色リトマス紙を青色に変える、刺激臭のある気体は何か。","アンモニア","アンモニア","","",""
"rika-kagaku-02","q-08","二酸化マンガンのように、自身は変化せず化学変化を速くする物質を何というか。","触媒","酸素","","",""
"rika-kagaku-02","q-09","過酸化水素水から酸素を発生させる実験で、触媒として加える黒色の物質は何か。","二酸化マンガン","酸素","","",""
"rika-kagaku-02","q-10","石灰石や貝殻の主成分にうすい塩酸を加えると発生する気体は何か。","二酸化炭素","二酸化炭素","炭酸ガス","",""
"rika-kagaku-02","q-11","亜鉛にうすい塩酸を加えると発生する気体は何か。","水素","水素","","",""
"rika-kagaku-02","q-14","アンモニアを水に溶かした水溶液を何というか。","アンモニア水","アンモニア","","",""
"rika-kagaku-02","q-15","二酸化炭素を水に溶かした水溶液を何というか。","炭酸水","二酸化炭素","","",""
"rika-kagaku-02","q-16","水素を燃やしたときにできる物質は何か。","水","水素","","",""
"rika-kagaku-02","q-18","空気中に最も多く含まれる気体は何か。","窒素","空気","","",""
