"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-01","q-01","物質1 cm³あたりの質量を何というか。","密度","物質の性質","","",""
"rika-kagaku-01","q-02","金属の表面に見られる特有の光沢を何というか。","金属光沢","金属の性質","","",""
"rika-kagaku-01","q-03","電気を通しやすい性質を何というか。","導電性","金属の性質","電気伝導性","",""
"rika-kagaku-01","q-04","金属を引っ張って細い線にのばすことができる性質を何というか。","延性","金属の性質","","",""
"rika-kagaku-01","q-05","金属をたたいて薄い板に広げることができる性質を何というか。","展性","金属の性質","","",""
"rika-kagaku-01","q-06","温度を変えることで、物質が固体・液体・気体の間で変わることを何というか。","状態変化","状態変化","","",""
"rika-kagaku-01","q-07","一定の形と一定の体積をもつ物質の状態を何というか。","固体","状態変化","","",""
"rika-kagaku-01","q-08","一定の体積をもつが、容器に応じて形を変える物質の状態を何というか。","液体","状態変化","","",""
"rika-kagaku-01","q-09","一定の形も体積もなく、容器いっぱいに広がる物質の状態を何というか。","気体","状態変化","","",""
"rika-kagaku-01","q-10","固体が液体に変わる状態変化を何というか。","融解","状態変化","","",""
"rika-kagaku-01","q-11","液体が固体に変わる状態変化を何というか。","凝固","状態変化","","",""
"rika-kagaku-01","q-12","液体が気体に変わる状態変化を何というか。","気化","状態変化","","",""
"rika-kagaku-01","q-13","気体が液体に変わる状態変化を何というか。","凝縮","状態変化","液化","",""
"rika-kagaku-01","q-14","液体内部からも気体が発生し、液体全体で気化が起こる現象を何というか。","沸騰","状態変化","","",""
"rika-kagaku-01","q-15","固体が液体に変わり始める温度を何というか。","融点","状態変化","","",""
"rika-kagaku-01","q-16","液体が沸騰を始める温度を何というか。","沸点","状態変化","","",""
"rika-kagaku-01","q-17","固体が液体を経ずに直接気体に変わる状態変化を何というか。","昇華","状態変化","","",""
"rika-kagaku-01","q-18","状態変化のとき、質量と体積のうち変化しないのはどちらか。","質量","状態変化","","",""
"rika-kagaku-01","q-19","液体の混合物を、沸点の違いを利用して分ける方法を何というか。","蒸留","物質の分離","","",""
"rika-kagaku-01","q-20","密度は、物質の質量を何で割って求めるか。","体積","物質の性質","","",""
"rika-kagaku-01","q-21","液体の体積をはかるときに使う、細長い円筒形の器具は何か。","メスシリンダー","実験器具","","",""
"rika-kagaku-01","q-22","液体を加熱するとき、急な沸騰を防ぐために入れるものは何か。","沸騰石","実験器具","ふっとう石","",""
"rika-kagaku-01","q-23","水とエタノールの混合物を蒸留すると、先に多く出てくるのはどちらか。","エタノール","物質の分離","","",""
