quiz_id,item_key,label,answer,category,accept,extra_json
"rekishi-bakumatsu-meiji","ahen","次の説明にあてはまる語句を答えなさい。
「イギリスと清の間で起こった戦争。清が敗れ、日本の対外政策にも影響した」","アヘン戦争","近代","",""
"rekishi-bakumatsu-meiji","ahen-year","「アヘン戦争」は西暦何年のことか。数字で答えなさい。","1840","近代","1840年",""
"rekishi-bakumatsu-meiji","perry","次の説明にあてはまる語句を答えなさい。
「4隻の軍艦を率いて浦賀に来航し、日本に開国を求めたアメリカの使節」","ペリーの来航","近代","",""
"rekishi-bakumatsu-meiji","perry-year","「ペリーの来航」は西暦何年のことか。数字で答えなさい。","1853","近代","1853年",""
"rekishi-bakumatsu-meiji","perry-person","次の説明にあてはまる人物はだれか。
「1853年に浦賀に来航し、日本に開国を求めた」","ペリー","近代","",""
"rekishi-bakumatsu-meiji","washin","次の説明にあてはまる語句を答えなさい。
「下田と函館の2港を開いて、日本が開国することになった条約」","日米和親条約","近代","",""
"rekishi-bakumatsu-meiji","washin-year","「日米和親条約」は西暦何年のことか。数字で答えなさい。","1854","近代","1854年",""
"rekishi-bakumatsu-meiji","shukotsusho","次の説明にあてはまる語句を答えなさい。
「領事裁判権を認め、関税自主権がない不平等条約。日本が5港を開いた」","日米修好通商条約","近代","",""
"rekishi-bakumatsu-meiji","shukotsusho-year","「日米修好通商条約」は西暦何年のことか。数字で答えなさい。","1858","近代","1858年",""
"rekishi-bakumatsu-meiji","taiseihokan","次の説明にあてはまる語句を答えなさい。
「政権を朝廷に返した出来事。江戸幕府が終わった」","大政奉還","近代","",""
"rekishi-bakumatsu-meiji","taiseihokan-year","「大政奉還」は西暦何年のことか。数字で答えなさい。","1867","近代","1867年",""
"rekishi-bakumatsu-meiji","taiseihokan-person","次の説明にあてはまる人物はだれか。
「1867年に大政奉還を行い、政権を朝廷に返した」","徳川慶喜","近代","",""
"rekishi-bakumatsu-meiji","gokajo","次の説明にあてはまる語句を答えなさい。
「新政府が示した政治の基本方針」","五箇条の御誓文","近代","",""
"rekishi-bakumatsu-meiji","gokajo-year","「五箇条の御誓文」は西暦何年のことか。数字で答えなさい。","1868","近代","1868年",""
"rekishi-bakumatsu-meiji","hanseki","次の説明にあてはまる語句を答えなさい。
「大名が治めていた土地と人民を天皇に返させた政策」","版籍奉還","近代","",""
"rekishi-bakumatsu-meiji","hanseki-year","「版籍奉還」は西暦何年のことか。数字で答えなさい。","1869","近代","1869年",""
"rekishi-bakumatsu-meiji","haihan","次の説明にあてはまる語句を答えなさい。
「藩を廃止して県を置き、中央から府知事・県令を派遣した改革」","廃藩置県","近代","",""
"rekishi-bakumatsu-meiji","haihan-year","「廃藩置県」は西暦何年のことか。数字で答えなさい。","1871","近代","1871年",""
"rekishi-bakumatsu-meiji","chiso","次の説明にあてはまる語句を答えなさい。
「土地の価格の3%を現金で納めさせるようにした改革。政府の収入を安定させた」","地租改正","近代","",""
"rekishi-bakumatsu-meiji","chiso-year","「地租改正」は西暦何年のことか。数字で答えなさい。","1873","近代","1873年",""
