"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-05","q-01","物質が別の物質に変わる変化を何というか。","化学変化","化学変化","化学反応","",""
"rika-kagaku-05","q-02","1種類の物質が2種類以上の物質に分かれる化学変化を何というか。","分解","化学変化","","",""
"rika-kagaku-05","q-03","2種類以上の物質が結びついて別の物質になる化学変化を何というか。","化合","化学変化","","",""
"rika-kagaku-05","q-06","化学変化を化学式と記号を使って表した式を何というか。","化学反応式","化学反応式","","",""
"rika-kagaku-05","q-07","水に電流を流して分解すると発生する、火を近づけると燃える気体は何か。","水素","分解","","","水の電気分解は 2H2O → 2H2 + O2。陰極では水素が発生する。"
"rika-kagaku-05","q-08","水に電流を流して分解すると発生する、ものを燃やす働きを助ける気体は何か。","酸素","分解","","","水の電気分解は 2H2O → 2H2 + O2。陽極では酸素が発生する。"
"rika-kagaku-05","q-09","水の電気分解で、同じ温度・圧力で発生する水素と酸素の体積比は何対何か。","2対1","分解","2:1|2：1","","2H2O → 2H2 + O2 より、同温・同圧での水素：酸素の体積比は2：1。"
"rika-kagaku-05","q-10","炭酸水素ナトリウムを加熱したときにできる、石灰水を白くにごらせる気体は何か。","二酸化炭素","分解","炭酸ガス","","2NaHCO3 → Na2CO3 + H2O + CO2。発生する二酸化炭素は石灰水を白くにごらせる。"
"rika-kagaku-05","q-11","鉄と硫黄を加熱してできる黒色の物質は何か。","硫化鉄","化合","","",""
"rika-kagaku-05","q-12","マグネシウムを燃やしたときにできる白色の物質は何か。","酸化マグネシウム","化合","","",""
"rika-kagaku-05","q-16","化学反応式で、左右の式の原子の数をそろえるためそれぞれの物質の前につける数字を何というか。","係数","化学反応式","","",""
"rika-kagaku-05","q-17","炭酸水素ナトリウムを加熱したときに、試験管に残る白色の固体は何か。","炭酸ナトリウム","分解","","",""
"rika-kagaku-05","q-18","水ができたことを確かめるために使う紙を何というか。","塩化コバルト紙","分解","","",""
"rika-kagaku-05","q-19","青色の塩化コバルト紙は、水にふれると何色に変わるか。","赤色","分解","桃色|うすい赤色","",""
"rika-kagaku-05","q-20","酸化銀を加熱すると、酸素のほかに何ができるか。","銀","分解","","",""
