"quiz_id","item_key","label","answer","category","accept","extra_json","explanation"
"rika-kagaku-08","q-01","化学変化によって電気エネルギーを取り出す装置を何というか。","電池","化学変化と電池","化学電池","",""
"rika-kagaku-08","q-02","電池で、電子を放出する電極を何というか。","負極","電池","","",""
"rika-kagaku-08","q-03","電池で、電子を受け取る電極を何というか。","正極","電池","","",""
"rika-kagaku-08","q-04","電流を流して、物質を分解したり別の物質を生じさせたりする化学変化を何というか。","電気分解","電気分解","","",""
"rika-kagaku-08","q-05","電気分解で、電源装置の正極につながる電極を何というか。","陽極","電気分解","","",""
"rika-kagaku-08","q-06","電気分解で、電源装置の負極につながる電極を何というか。","陰極","電気分解","","",""
"rika-kagaku-08","q-07","水酸化ナトリウムを少量加えた水に電流を流して分解したとき、陰極で発生する気体は何か。","水素","電気分解","","",""
"rika-kagaku-08","q-08","水酸化ナトリウムを少量加えた水に電流を流して分解したとき、陽極で発生する気体は何か。","酸素","電気分解","","",""
"rika-kagaku-08","q-09","炭素電極を用いて塩化銅水溶液を電気分解したとき、陰極に付着する赤色の金属は何か。","銅","電気分解","","",""
"rika-kagaku-08","q-10","炭素電極を用いて塩化銅水溶液を電気分解したとき、陽極で発生する黄緑色の気体は何か。","塩素","電気分解","","",""
"rika-kagaku-08","q-11","金属が電子を失って陽イオンになる変化を何というか。","酸化","電池","","",""
"rika-kagaku-08","q-12","金属イオンが電子を受け取って金属になる変化を何というか。","還元","電池","","",""
"rika-kagaku-08","q-13","銅イオンを含む水溶液に鉄を入れると、鉄の表面に付着する金属は何か。","銅","金属イオン","","",""
"rika-kagaku-08","q-14","銅イオンを含む水溶液に鉄を入れると、鉄は何イオンになって水溶液中へ溶け出すか。","鉄イオン","金属イオン","Fe2+","",""
"rika-kagaku-08","q-15","水素と酸素を反応させて電気エネルギーを取り出す電池を何というか。","燃料電池","電池","","",""
"rika-kagaku-08","q-16","燃料電池で、水素と酸素が反応してできる物質は何か。","水","電池","H2O","",""
"rika-kagaku-08","q-17","うすい塩酸を電気分解したとき、陰極で発生する気体は何か。","水素","電気分解","","",""
"rika-kagaku-08","q-18","うすい塩酸を電気分解したとき、陽極で発生する気体は何か。","塩素","電気分解","","",""
